original_sentence,perturb_n1,perturb_n2,perturb_n3
"Then Hendrick attempted Dale Earnhardt to hire Tim Richmond , but not .","Then Hendrick attempted dale Earnhardt to hire Tim Richmond , but not .","and then Hendrick attempt Dale Earnhardt to hire Tim Richmond , but not .","so Hendrick set about Dale Earnhardt to hire Tim capital of virginia , but not ."
He was among the leaders in stranded runners inherited with 51 .,he was among the leaders in stranded runners inherited with 51 .,He was among the leaders in marooned runners inherited with li .,He was among the leaders in marooned blue runner inherited with fifty one .
Its base or round edge contains between its layers the free ligament and the paraumbilical veins .,Its base or round edge arrest between its layers the free ligament and the paraumbilical veins .,Its base or round adjoin hold back between its layers the free ligament and the paraumbilical veins .,Its basis or round edge hold back between its layers the unloosen ligament and the paraumbilical veins .
"In December 2002 , Omar joined the team of the morning radio broadcast `` Ya Párate '' with Facundo and Tamara Vargas .","In December 2002 , Omar conjoin the team of the morning radio broadcast `` Ya Párate '' with Facundo and Tamara Vargas .","In december 2002 , Omar joined the team of the morning radio disperse `` Ya Párate '' with Facundo and Tamara Vargas .","In december 2002 , Omar joined the squad of the morning radio broadcast `` Ya Párate '' with Facundo and Tamara vargas ."
"During the night of 6/7 August , the Croatian Home Guard Regiment , supported by 20th police and elements of the 153rd Brigade , captured Glina despite strong resistance .","During the night of 6/7 August , the Croatian nursing home Guard Regiment , supported by 20th police and elements of the 153rd Brigade , captured Glina despite strong resistance .","During the night of 6/7 August , the croat Home Guard Regiment , supported by 20th police and elements of the 153rd Brigade , captured Glina contempt strong resistance .","During the night of 6/7 August , the Croatian Home sentry duty regiment , supported by 20th police and constituent of the 153rd Brigade , captured Glina despite strong resistance ."
John 's mother Sinclair T. Chitty married his father Thomas Kincaid Blake Jr. at the age of 15 .,John 's mother Sinclair T. Chitty married his father Thomas Kincaid Blake younger at the age of 15 .,can 's mother Sinclair T. Chitty married his father Thomas Kincaid Blake Jr. at the age of xv .,John 's mother Sinclair T. Chitty get married his father Thomas Kincaid william blake Jr. at the age of xv .
"Then the image of formula _ 31 is not real-valued , but nevertheless it is a subset of formula _ 1085 Thus , the character of the representation is real .","Then the image of chemical formula _ 31 is not real-valued , but nevertheless it is a subset of chemical formula _ 1085 Thus , the character of the representation is real .","and then the image of formula _ 31 is not real-valued , but nevertheless it is a subset of formula _ 1085 Thus , the character of the representation is tangible .","Then the epitome of formula _ 31 is not real-valued , but nevertheless it is a subset of formula _ 1085 thusly , the case of the representation is real ."
"A second company , Winslow Life Raft Company , was founded in 1941 as a New York Rubber Company .","A second company , Winslow Life Raft fellowship , was founded in 1941 as a New York Rubber fellowship .","deoxyadenosine monophosphate second company , Winslow Life great deal Company , was founded in 1941 as a New York Rubber Company .","A second company , Winslow animation Raft keep company , was founded in 1941 as a New house of york Rubber keep company ."
Danièle Minne became Djamila Amrane by marriage in 1964 .,Danièle Minne became Djamila Amrane by man and wife in 1964 .,Danièle Minne get Djamila Amrane by wedding in 1964 .,Danièle Minne go Djamila Amrane by marriage ceremony in 1964 .
"There is a Orang Asli Museum in Gombak and also in Melaka , about 25 km north of Kuala Lumpur .","There is a Orang Asli museum in Gombak and also in Melaka , about 25 km north of Kuala Lumpur .","There is a pongo pygmaeus Asli Museum in Gombak and as well in Melaka , about 25 km north of Kuala Lumpur .","in that location is a Orang Asli Museum in Gombak and likewise in Melaka , about 25 km northward of Kuala Lumpur ."
New York 's initial possession of parts of Vermont ensured a close relationship with other New England colonies like Maine and a continuing New England influence in the colony .,New York 's initial possession of parts of Vermont ensured a close relationship with other New England colonies care Maine and a continuing New England influence in the colony .,New york 's initial possession of parts of Vermont ensured a close relationship with other New england colonies like Maine and a continuing New england influence in the colony .,raw York 's initial possession of parts of Vermont ensured a close relationship with other raw England colonies like Maine and a continuing raw England charm in the settlement .
Wollstonecraft arrived in Grenada on board the ship `` Sydney '' on 31 August 1819 .,mary wollstonecraft arrived in Grenada on board the ship `` Sydney '' on 31 August 1819 .,wollstonecraft arrived in Grenada on board the send `` Sydney '' on 31 August 1819 .,wollstonecraft arrived in Grenada on board the transport `` Sydney '' on xxxi August 1819 .
"The tournament was hosted again in 2006 in San Francisco , where it was resumed for two years .","The tournament was hosted again in 2006 in San Francisco , where it was resume for two years .","The tourney was hosted again in 2006 in San Francisco , where it was resumed for deuce years .","The tourney was host again in 2006 in San Francisco , where it was take up for two years ."
"Simon Mathews ( * 1755 ) was a Welsh immigrant who , in 1712 , came to Pennsylvania with his cousin Simon Butler .","Simon Mathews ( * 1755 ) was a cymry immigrant who , in 1712 , came to Pennsylvania with his cousin Simon Butler .","Simon Mathews ( * 1755 ) was a Welsh immigrant who , in 1712 , came to Pennsylvania with his first cousin Simon samuel butler .","Simon Mathews ( * 1755 ) was a Welsh immigrant who , in 1712 , fare to pennsylvania with his cousin Simon samuel butler ."
"The company was re-established as Spacetec , which was registered on 11 December 1984 .","The company was re-established as Spacetec , which was registered on xi December 1984 .","The company was re-established as Spacetec , which was show on  December 1984 .","The company was re-established as Spacetec , which was register on xi december 1984 ."
On 19 January 2009 it was revealed that Dave Hill would return to the club to replace Henderson as manager .,On 19 january 2009 it was revealed that Dave Hill would return to the club to replace Henderson as manager .,On xix January 2009 it was revealed that Dave Hill would return to the club to replace Henderson as managing director .,on 19 January 2009 it was revealed that Dave james jerome hill would return to the club to substitute Henderson as manager .
Psalm 96 ( Greek numbering : Psalm 95 ) is one of the psalms in the biblical Book of Psalms .,Psalm 96 ( Greek numbering : Psalm 95 ) is one of the psalms in the biblical Book of book of psalms .,psalm 96 ( Greek numbering : psalm 95 ) is one of the psalms in the scriptural Book of Psalms .,psalm 96 ( Greek numbering : psalm 95 ) is one of the psalm in the scriptural Book of Psalms .
